x,y,DISTANCE,n,risk,safe_first
1660,1708,85.27602242,29,0,risky first
1840,1528,254.5584412,29,0,risky first
1966,1348,219.7180011,29,0,risky first
1987,1228,121.823643,29,0,risky first
2020,1408,183,29,0,risky first
2152,1588,223.2129029,29,0,risky first
2152,1768,180,29,0,risky first
2152,1948,180,29,0,risky first
2059,1954,93.1933474,29,0,risky first
2071,1774,180.3995565,29,0,risky first
2146,1621,170.3936619,29,0,risky first
2107,1441,184.1765457,29,0,risky first
2161,1261,187.9255172,29,0,risky first
2023,1213,146.1095479,29,0,risky first
2140,1231,118.3765179,29,0,risky first
2140,1411,180,29,0,risky first
2140,1591,180,29,0,risky first
2140,1771,180,29,0,risky first
2140,1951,180,29,0,risky first
2122,2014,65.520989,29,0,risky first
2131,1834,180.2248596,29,0,risky first
2131,1654,180,29,0,risky first
2131,1474,180,29,0,risky first
2182,1360,124.8879498,29,0,risky first
2182,1180,180,29,0,risky first
2098,1048,156.4608577,29,0,risky first
2014,1159,139.2012931,29,0,risky first
1918,1060,137.9021392,29,0,risky first
1813,1141,132.6122166,29,0,risky first
1846,1321,183,29,0,risky first
2005,1360,163.7131638,29,0,risky first
2101,1540,204,29,0,risky first
2116,1720,180.6239187,29,0,risky first
2116,1900,180,29,0,risky first
2125,2044,144.2809759,29,0,risky first
2299,2014,176.5672676,29,0,risky first
2479,1924,201.246118,29,0,risky first
2344,1783,195.2075818,29,0,risky first
2164,1603,254.5584412,29,0,risky first
2050,1462,181.3201588,29,0,risky first
2158,1303,192.2108218,29,0,risky first
2158,1123,180,29,0,risky first
2125,1081,53.41348144,29,0,risky first
2098,1069,29.54657341,29,0,risky first
2098,1009,60,29,0,risky first
1933,979,167.7050983,29,0,risky first
1939,1081,102.1763182,29,0,risky first
1987,1192,120.9338662,29,0,risky first
1900,1099,127.3499117,29,0,risky first
1786,1054,122.5601893,29,0,risky first
1774,1234,180.3995565,29,0,risky first
1900,1414,219.7180011,29,0,risky first
2080,1594,254.5584412,29,0,risky first
2146,1774,191.7185437,29,0,risky first
2080,1954,191.7185437,29,0,risky first
2107,1957,27.16615541,29,0,risky first
2107,1777,180,29,0,risky first
2107,1597,180,29,0,risky first
2023,1489,136.821051,29,0,risky first
1891,1417,150.359569,29,0,risky first
1900,1300,117.3456433,29,0,risky first
1894,1300,6,29,0,risky first
1813,1189,137.4117899,29,0,risky first
1813,1009,180,29,0,risky first
1813,829,180,29,0,risky first
1936,763,139.5886815,29,0,risky first
2029,859,133.6600165,29,0,risky first
1951,967,133.2216199,29,0,risky first
1957,1135,168.1071087,29,0,risky first
1906,1081,74.27651042,29,0,risky first
2011,967,154.9870962,29,0,risky first
2044,787,183,29,0,risky first
2158,865,138.1303732,29,0,risky first
2158,1045,180,29,0,risky first
2158,1225,180,29,0,risky first
2158,1405,180,29,0,risky first
2158,1585,180,29,0,risky first
2158,1765,180,29,0,risky first
2158,1945,180,29,0,risky first
2107,2038,106.0660172,29,0,risky first
2107,1858,180,29,0,risky first
2107,1678,180,29,0,risky first
2107,1498,180,29,0,risky first
2155,1318,186.2900964,29,0,risky first
2155,1138,180,29,0,risky first
2155,958,180,29,0,risky first
2140,787,171.656634,29,0,risky first
2044,877,131.5902732,29,0,risky first
1933,958,137.4117899,29,0,risky first
1924,1135,177.2286659,29,0,risky first
1933,1105,31.32091953,29,0,risky first
1942,1000,105.3850084,29,0,risky first
1987,952,65.7951366,29,0,risky first
2056,802,165.1090549,29,0,risky first
2140,895,125.3195914,29,0,risky first
2155,1075,180.6239187,29,0,risky first
2155,1255,180,29,0,risky first
2155,1435,180,29,0,risky first
2155,1615,180,29,0,risky first
2155,1795,180,29,0,risky first
2146,1975,180.2248596,29,0,risky first
2155,1957,20.1246118,29,0,risky first
2155,1777,180,29,0,risky first
2155,1597,180,29,0,risky first
2155,1417,180,29,0,risky first
2155,1237,180,29,0,risky first
2137,1072,165.9789143,29,0,risky first
2098,1048,45.79301257,29,0,risky first
2107,1069,22.84731932,29,0,risky first
2158,925,152.7645247,29,0,risky first
2083,814,133.9626814,29,0,risky first
2035,955,148.946299,29,0,risky first
1939,1063,144.4991349,29,0,risky first
1978,1150,95.34149149,29,0,risky first
1933,1006,150.8674915,29,0,risky first
2026,895,144.8102206,29,0,risky first
2113,790,136.3598181,29,0,risky first
2158,937,153.7335357,29,0,risky first
2158,1117,180,29,0,risky first
2158,1297,180,29,0,risky first
2158,1477,180,29,0,risky first
2158,1657,180,29,0,risky first
2158,1837,180,29,0,risky first
2125,2017,183,29,0,risky first
2164,1969,61.84658438,29,0,risky first
2164,1789,180,29,0,risky first
2164,1609,180,29,0,risky first
2164,1429,180,29,0,risky first
2164,1249,180,29,0,risky first
2164,1069,180,29,0,risky first
2164,889,180,29,0,risky first
2071,808,123.3288287,29,0,risky first
2002,865,89.49860334,29,0,risky first
1924,991,148.1890684,29,0,risky first
1972,1171,186.2900964,29,0,risky first
1918,1054,128.8603896,29,0,risky first
2020,940,152.9705854,29,0,risky first
2068,820,129.2439554,29,0,risky first
2152,895,112.6099463,29,0,risky first
2152,1075,180,29,0,risky first
2170,1255,180.8977612,29,0,risky first
2170,1435,180,29,0,risky first
2170,1615,180,29,0,risky first
2170,1795,180,29,0,risky first
2116,1975,187.9255172,29,0,risky first
2161,1945,54.08326913,29,0,risky first
2161,1765,180,29,0,risky first
2161,1585,180,29,0,risky first
2161,1405,180,29,0,risky first
2161,1225,180,29,0,risky first
2161,1045,180,29,0,risky first
2161,865,180,29,0,risky first
2059,784,130.2497601,29,0,risky first
2050,955,171.2366783,29,0,risky first
1942,1033,133.2216199,29,0,risky first
1978,1159,131.041978,29,0,risky first
1918,1009,161.5549442,29,0,risky first
2044,895,169.9176271,29,0,risky first
2083,784,117.6520293,29,0,risky first
2152,871,111.0405331,29,0,risky first
2152,1051,180,29,0,risky first
2152,1231,180,29,0,risky first
2152,1411,180,29,0,risky first
2152,1591,180,29,0,risky first
2152,1771,180,29,0,risky first
2152,1951,180,29,0,risky first
2191,2131,184.1765457,29,0,risky first
2371,2269,226.8126981,29,0,risky first
2551,2269,180,29,0,risky first
2731,2089,254.5584412,29,0,risky first
2791,1909,189.7366596,29,0,risky first
2785,1729,180.0999722,29,0,risky first
2785,1549,180,29,0,risky first
2923,1405,199.4492417,29,0,risky first
2779,1444,149.1878011,29,0,risky first
2779,1624,180,29,0,risky first
2767,1804,180.3995565,29,0,risky first
2587,1984,254.5584412,29,0,risky first
2407,2164,254.5584412,29,0,risky first
2272,2164,135,29,0,risky first
2092,2092,193.8659331,29,0,risky first
2263,2074,171.9447586,29,0,risky first
2443,2074,180,29,0,risky first
2623,1912,242.1652328,29,0,risky first
2803,1732,254.5584412,29,0,risky first
2938,1552,225,29,0,risky first
2830,1477,131.487642,29,0,risky first
2650,1477,180,29,0,risky first
2470,1651,250.3517525,29,0,risky first
2290,1831,254.5584412,29,0,risky first
2110,2011,254.5584412,29,0,risky first
2227,1963,126.4634335,29,0,risky first
2407,1783,254.5584412,29,0,risky first
2587,1603,254.5584412,29,0,risky first
2767,1423,254.5584412,29,0,risky first
2866,1423,99,29,0,risky first
2698,1366,177.4063133,29,0,risky first
2638,1546,189.7366596,29,0,risky first
2458,1726,254.5584412,29,0,risky first
2278,1906,254.5584412,29,0,risky first
2122,2077,231.4670603,29,0,risky first
2302,1960,214.683488,29,0,risky first
2479,1780,252.4460338,29,0,risky first
2635,1600,238.1931989,29,0,risky first
2815,1468,223.2129029,29,0,risky first
2821,1468,6,29,0,risky first
2647,1405,185.0540462,29,0,risky first
2467,1489,198.6353443,29,0,risky first
2287,1669,254.5584412,29,0,risky first
2107,1849,254.5584412,29,0,risky first
2077,1999,152.9705854,29,0,risky first
2257,1828,248.276056,29,0,risky first
2437,1648,254.5584412,29,0,risky first
2617,1468,254.5584412,29,0,risky first
2797,1432,183.5647025,29,0,risky first
2836,1432,39,29,0,risky first
2656,1432,180,29,0,risky first
2476,1612,254.5584412,29,0,risky first
2302,1792,250.3517525,29,0,risky first
2122,1972,254.5584412,29,0,risky first
2209,1939,93.04837452,29,0,risky first
2389,1759,254.5584412,29,0,risky first
2569,1597,242.1652328,29,0,risky first
2749,1552,185.5397532,29,0,risky first
2887,1399,206.041258,29,0,risky first
2707,1339,189.7366596,29,0,risky first
2527,1504,244.1823089,29,0,risky first
2347,1684,254.5584412,29,0,risky first
2167,1864,254.5584412,29,0,risky first
2104,2044,190.7065809,29,0,risky first
2284,1957,199.922485,29,0,risky first
2464,1777,254.5584412,29,0,risky first
2644,1597,254.5584412,29,0,risky first
2812,1498,195,29,0,risky first
2896,1450,96.74709298,29,0,risky first
2716,1588,226.8126981,29,0,risky first
2536,1768,254.5584412,29,0,risky first
2356,1948,254.5584412,29,0,risky first
2176,2056,209.9142682,29,0,risky first
2212,2056,36,29,0,risky first
2392,1930,219.7180011,29,0,risky first
2572,1750,254.5584412,29,0,risky first
2752,1570,254.5584412,29,0,risky first
2932,1459,211.4734026,29,0,risky first
2791,1486,143.5618334,29,0,risky first
2611,1528,184.8350616,29,0,risky first
2431,1708,254.5584412,29,0,risky first
2251,1888,254.5584412,29,0,risky first
2128,2047,201.0223868,29,0,risky first
2308,2047,180,29,0,risky first
2485,2179,220.8008152,29,0,risky first
2332,2239,164.3441511,29,0,risky first
2152,2419,254.5584412,29,0,risky first
2095,2599,188.8094277,29,0,risky first
1990,2635,111,29,0,risky first
1813,2455,252.4460338,29,0,risky first
1993,2275,254.5584412,29,0,risky first
2173,2095,254.5584412,29,0,risky first
2353,1945,234.3074903,29,0,risky first
2533,1828,214.683488,29,0,risky first
2713,1648,254.5584412,29,0,risky first
2893,1474,250.3517525,29,0,risky first
2743,1621,210.0214275,29,0,risky first
2563,1801,254.5584412,29,0,risky first
2383,1981,254.5584412,29,0,risky first
2203,2062,197.3854098,29,0,risky first
2197,2062,6,29,0,risky first
2377,2026,183.5647025,29,0,risky first
2557,1846,254.5584412,29,0,risky first
2737,1666,254.5584412,29,0,risky first
2917,1486,254.5584412,29,0,risky first
2752,1561,181.2456896,29,0,risky first
2572,1741,254.5584412,29,0,risky first
2392,1921,254.5584412,29,0,risky first
2212,2050,221.4520264,29,0,risky first
2182,2050,30,29,0,risky first
2362,1981,192.7718859,29,0,risky first
2542,1801,254.5584412,29,0,risky first
2722,1621,254.5584412,29,0,risky first
2902,1444,252.4460338,29,0,risky first
2833,1564,138.4232639,29,0,risky first
2887,1453,123.4382437,29,0,risky first
2707,1480,182.0137357,29,0,risky first
2527,1495,180.6239187,29,0,risky first
2422,2029,183.56,29,1,risky first
2602,1942,199.922485,29,1,risky first
2722,1789,194.4453651,29,1,risky first
2542,1609,254.5584412,29,1,risky first
2362,1429,254.5584412,29,1,risky first
2182,1267,242.1652328,29,1,risky first
2122,1327,84.85281374,29,1,risky first
2122,1507,180,29,1,risky first
1948,1687,250.3517525,29,1,risky first
1894,1867,187.9255172,29,1,risky first
2005,1966,148.7346631,29,1,risky first
2098,1981,94.20191081,29,1,risky first
2224,1801,219.7180011,29,1,risky first
2353,1621,221.4520264,29,1,risky first
2173,1441,254.5584412,29,1,risky first
1993,1375,191.7185437,29,1,risky first
1948,1246,136.6235704,29,1,risky first
2044,1186,113.2077736,29,1,risky first
1864,1279,202.6055281,29,1,risky first
1837,1459,182.0137357,29,1,risky first
1948,1639,211.4734026,29,1,risky first
1927,1819,181.2208597,29,1,risky first
1978,1939,130.3878829,29,1,risky first
2074,1981,104.7854952,29,1,risky first
2254,2020,184.1765457,29,1,risky first
2434,2020,180,29,1,risky first
2614,2020,180,29,1,risky first
2794,1882,226.8126981,29,1,risky first
2833,1702,184.1765457,29,1,risky first
2890,1558,154.870914,29,1,risky first
2875,1582,28.3019434,29,1,risky first
2944,1561,72.12489168,29,1,risky first
3124,1381,254.5584412,29,1,risky first
3304,1201,254.5584412,29,1,risky first
3124,1021,254.5584412,29,1,risky first
2944,853,246.2194143,29,1,risky first
2764,865,180.3995565,29,1,risky first
2584,865,180,29,1,risky first
2404,964,205.4288198,29,1,risky first
2263,1099,195.2075818,29,1,risky first
2155,1183,136.821051,29,1,risky first
2251,1282,137.9021392,29,1,risky first
2233,1282,18,29,1,risky first
2335,1138,176.465294,29,1,risky first
2317,1270,133.2216199,29,1,risky first
2254,1399,143.5618334,29,1,risky first
2224,1351,56.60388679,29,1,risky first
2335,1204,184.2009772,29,1,risky first
2365,1102,106.3202709,29,1,risky first
2329,1102,36,29,1,risky first
2149,1102,180,29,1,risky first
1969,1138,183.5647025,29,1,risky first
1789,1318,254.5584412,29,1,risky first
1717,1498,193.8659331,29,1,risky first
1846,1672,216.6033241,29,1,risky first
2026,1852,254.5584412,29,1,risky first
2080,2032,187.9255172,29,1,risky first
2245,2056,166.7363188,29,1,risky first
2425,1897,240.1686907,29,1,risky first
2383,1717,184.8350616,29,1,risky first
2275,1807,140.5844942,29,1,risky first
2095,1924,214.683488,29,1,risky first
1915,1744,254.5584412,29,1,risky first
1951,1606,142.6183719,29,1,risky first
2131,1426,254.5584412,29,1,risky first
2155,1561,137.1167386,29,1,risky first
2008,1708,207.8893937,29,1,risky first
1990,1573,136.1947136,29,1,risky first
1825,1393,244.1823089,29,1,risky first
1876,1213,187.0855419,29,1,risky first
1942,1033,191.7185437,29,1,risky first
2122,853,254.5584412,29,1,risky first
2302,709,230.5124725,29,1,risky first
2482,889,254.5584412,29,1,risky first
2662,1069,254.5584412,29,1,risky first
2842,1249,254.5584412,29,1,risky first
3022,1429,254.5584412,29,1,risky first
3202,1609,254.5584412,29,1,risky first
3163,1747,143.4050208,29,1,risky first
2983,1624,218.0114676,29,1,risky first
2881,1591,107.2054103,29,1,risky first
2701,1723,223.2129029,29,1,risky first
2635,1744,69.26037828,29,1,risky first
2470,1744,165,29,1,risky first
2290,1744,180,29,1,risky first
2110,1693,187.0855419,29,1,risky first
1975,1660,138.9748179,29,1,risky first
1975,1606,54,29,1,risky first
1957,1516,91.78235124,29,1,risky first
1966,1639,123.3288287,29,1,risky first
2146,1573,191.7185437,29,1,risky first
2317,1393,248.276056,29,1,risky first
2323,1213,180.0999722,29,1,risky first
2353,1105,112.0892502,29,1,risky first
2281,1039,97.67292358,29,1,risky first
2179,1012,105.5130324,29,1,risky first
2320,1033,142.5552524,29,1,risky first
2344,1084,56.36488268,29,1,risky first
2344,1084,0,29,1,risky first
2344,1084,0,29,1,risky first
2344,1084,0,29,1,risky first
2227,1024,131.487642,29,1,risky first
2047,1159,225,29,1,risky first
2044,1126,33.13608305,29,1,risky first
2170,1051,146.6321929,29,1,risky first
2350,1084,183,29,1,risky first
2353,1096,12.36931688,29,1,risky first
2353,1276,180,29,1,risky first
2266,1456,199.922485,29,1,risky first
2086,1621,244.1823089,29,1,risky first
1972,1636,114.9826074,29,1,risky first
1858,1693,127.4558747,29,1,risky first
1678,1843,234.3074903,29,1,risky first
1612,1891,81.60882305,29,1,risky first
1792,1945,187.9255172,29,1,risky first
1954,2074,207.0869383,29,1,risky first
2068,2038,119.5491531,29,1,risky first
1975,2038,93,29,1,risky first
1975,1897,141,29,1,risky first
1975,1717,180,29,1,risky first
1975,1654,63,29,1,risky first
1975,1654,0,29,1,risky first
1975,1600,54,29,1,risky first
1915,1420,189.7366596,29,1,risky first
1855,1240,189.7366596,29,1,risky first
1885,1060,182.4828759,29,1,risky first
2065,1102,184.8350616,29,1,risky first
2146,1075,85.38149682,29,1,risky first
2032,1033,121.4907404,29,1,risky first
2065,979,63.28506933,29,1,risky first
2245,997,180.8977612,29,1,risky first
2347,1084,134.0634178,29,1,risky first
2347,1084,0,29,1,risky first
2347,1084,0,29,1,risky first
2347,1105,21,29,1,risky first
2323,1285,181.5929514,29,1,risky first
2143,1465,254.5584412,29,1,risky first
1969,1645,250.3517525,29,1,risky first
1918,1696,72.12489168,29,1,risky first
1738,1783,199.922485,29,1,risky first
1864,1858,146.6321929,29,1,risky first
2044,2038,254.5584412,29,1,risky first
1975,2047,69.58448103,29,1,risky first
1975,1915,132,29,1,risky first
1975,1735,180,29,1,risky first
1975,1675,60,29,1,risky first
2029,1630,70.29224708,29,1,risky first
2209,1450,254.5584412,29,1,risky first
2389,1270,254.5584412,29,1,risky first
2569,1090,254.5584412,29,1,risky first
2749,910,254.5584412,29,1,risky first
2929,730,254.5584412,29,1,risky first
3109,808,196.1733927,29,1,risky first
3289,988,254.5584412,29,1,risky first
3265,1015,36.12478374,29,1,risky first
3127,1021,138.1303732,29,1,risky first
2947,1021,180,29,1,risky first
2767,856,244.1823089,29,1,risky first
2587,784,193.8659331,29,1,risky first
2407,784,180,29,1,risky first
2227,784,180,29,1,risky first
2170,913,141.0319113,29,1,risky first
2077,988,119.4738465,29,1,risky first
2089,1141,153.4698667,29,1,risky first
2014,1060,110.390217,29,1,risky first
2131,961,153.2644773,29,1,risky first
2209,787,190.682983,29,1,risky first
2284,853,99.90495483,29,1,risky first
2284,880,27,29,1,risky first
2239,829,68.01470429,29,1,risky first
2161,784,90.04998612,29,1,risky first
2128,958,177.1016657,29,1,risky first
2041,1057,131.7952958,29,1,risky first
2083,1156,107.54069,29,1,risky first
2050,988,171.2103969,29,1,risky first
2155,895,140.2640367,29,1,risky first
2257,811,132.1362933,29,1,risky first
2269,988,177.4063133,29,1,risky first
2338,1093,125.6423495,29,1,risky first
2338,1258,165,29,1,risky first
2170,1438,246.2194143,29,1,risky first
1990,1618,254.5584412,29,1,risky first
